model,trainable_parameters,device,gpu,peak_gflops,peak_mem_bandwidth_gb_per_sec,total_gflops,total_gb,total_time,arithmetic_intensity,performance
ModelThree,228652,cuda,Tesla T4,8100.0,320.0,800.63,0.75,0.98,1069.74,820867543762.47
