model,trainable_parameters,device,gpu,peak_gflops,peak_mem_bandwidth_gb_per_sec,total_gflops,total_gb,total_time,arithmetic_intensity,performance
ModelOne,12196,cuda,Tesla T4,8100.0,320.0,0.23,0.02,0.32,12.42,711739915.75
