model,trainable_parameters,device,gpu,peak_gflops,peak_mem_bandwidth_gb_per_sec,total_gflops,total_gb,total_time,arithmetic_intensity,performance
ModelOne,12196,cuda,NVIDIA L4,30300.0,300.0,0.23,0.02,0.33,12.42,701706989.97
