model,trainable_parameters,device,gpu,peak_gflops,peak_mem_bandwidth_gb_per_sec,total_gflops,total_gb,total_time,arithmetic_intensity,performance
ModelTwo,2192132,cuda,NVIDIA L4,30300.0,300.0,555.34,0.23,0.45,2436.57,1228999558509.72
